external_urls,followers,genres,href,id,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3'},"{'href': None, 'total': 14271053}","['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/4obzFoKoKRHIphyHzJ35G3,4obzFoKoKRHIphyHzJ35G3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d132bf0d4a9203404cd66f79', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d132bf0d4a9203404cd66f79', 'width': 160}]",Becky G,77,artist,spotify:artist:4obzFoKoKRHIphyHzJ35G3
{'spotify': 'https://open.spotify.com/artist/5xKp3UyavIBUsGy3DQdXeF'},"{'href': None, 'total': 568038}","['neo mellow', 'piano rock', 'pop rock', 'viral pop']",https://api.spotify.com/v1/artists/5xKp3UyavIBUsGy3DQdXeF,5xKp3UyavIBUsGy3DQdXeF,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb46416642da7b30327821d26e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517446416642da7b30327821d26e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17846416642da7b30327821d26e', 'width': 160}]",A Great Big World,58,artist,spotify:artist:5xKp3UyavIBUsGy3DQdXeF
{'spotify': 'https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ'},"{'href': None, 'total': 12413950}","['indietronica', 'metropopolis', 'pop', 'uk pop']",https://api.spotify.com/v1/artists/0X2BH1fck6amBIoJhDVmmJ,0X2BH1fck6amBIoJhDVmmJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc3cd7dc428871e8985d62b9a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c3cd7dc428871e8985d62b9a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c3cd7dc428871e8985d62b9a', 'width': 160}]",Ellie Goulding,77,artist,spotify:artist:0X2BH1fck6amBIoJhDVmmJ
{'spotify': 'https://open.spotify.com/artist/73Np75Wv2tju61Eo9Zw4IR'},"{'href': None, 'total': 445879}","['broadway', 'hollywood', 'movie tunes', 'show tunes']",https://api.spotify.com/v1/artists/73Np75Wv2tju61Eo9Zw4IR,73Np75Wv2tju61Eo9Zw4IR,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb163f66fedf73f7d1759cea61', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174163f66fedf73f7d1759cea61', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178163f66fedf73f7d1759cea61', 'width': 160}]",Idina Menzel,68,artist,spotify:artist:73Np75Wv2tju61Eo9Zw4IR
{'spotify': 'https://open.spotify.com/artist/0kkxsdcaWmWU2yWAqclDh4'},"{'href': None, 'total': 758286}","['post-teen pop', 'teen pop', 'viral pop']",https://api.spotify.com/v1/artists/0kkxsdcaWmWU2yWAqclDh4,0kkxsdcaWmWU2yWAqclDh4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba9add5f319d70026d4f3b8a1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a9add5f319d70026d4f3b8a1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a9add5f319d70026d4f3b8a1', 'width': 160}]",Rixton,58,artist,spotify:artist:0kkxsdcaWmWU2yWAqclDh4
{'spotify': 'https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7'},"{'href': None, 'total': 3107846}","['indie poptimism', 'pop']",https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7,2feDdbD5araYcm6JhFHHw7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747885d725841e0338092f5f6f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787885d725841e0338092f5f6f', 'width': 160}]",Labrinth,76,artist,spotify:artist:2feDdbD5araYcm6JhFHHw7
{'spotify': 'https://open.spotify.com/artist/1hzfo8twXdOegF3xireCYs'},"{'href': None, 'total': 1861828}","['german pop', 'modern rock']",https://api.spotify.com/v1/artists/1hzfo8twXdOegF3xireCYs,1hzfo8twXdOegF3xireCYs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7c4c8abfbf97a72b2624fdf4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747c4c8abfbf97a72b2624fdf4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787c4c8abfbf97a72b2624fdf4', 'width': 160}]",Milky Chance,69,artist,spotify:artist:1hzfo8twXdOegF3xireCYs
{'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'},"{'href': None, 'total': 94563998}",['pop'],https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174859e4c14fa59296c8649e0e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178859e4c14fa59296c8649e0e4', 'width': 160}]",Taylor Swift,100,artist,spotify:artist:06HL4z0CvFAxyc27GXpf02
{'spotify': 'https://open.spotify.com/artist/58MLl9nC29IXbE4nEtuoP2'},"{'href': None, 'total': 1173431}","['pop', 'post-teen pop']",https://api.spotify.com/v1/artists/58MLl9nC29IXbE4nEtuoP2,58MLl9nC29IXbE4nEtuoP2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc5e901adce2d0155523c155e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c5e901adce2d0155523c155e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c5e901adce2d0155523c155e', 'width': 160}]",Alex & Sierra,55,artist,spotify:artist:58MLl9nC29IXbE4nEtuoP2
{'spotify': 'https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz'},"{'href': None, 'total': 14312526}","['hip pop', 'pop']",https://api.spotify.com/v1/artists/6JL8zeS1NmiOftqZTRgdTz,6JL8zeS1NmiOftqZTRgdTz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4d8f97058ff993df0f4eb9ee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744d8f97058ff993df0f4eb9ee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784d8f97058ff993df0f4eb9ee', 'width': 160}]",Meghan Trainor,76,artist,spotify:artist:6JL8zeS1NmiOftqZTRgdTz
