external_urls,followers,genres,href,id,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/1P8IfcNKwrkQP5xJWuhaOC'},"{'href': None, 'total': 1611479}","['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",https://api.spotify.com/v1/artists/1P8IfcNKwrkQP5xJWuhaOC,1P8IfcNKwrkQP5xJWuhaOC,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb76e881c71913f44a9fb81400', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517476e881c71913f44a9fb81400', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17876e881c71913f44a9fb81400', 'width': 160}]",LL COOL J,60,artist,spotify:artist:1P8IfcNKwrkQP5xJWuhaOC
{'spotify': 'https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7'},"{'href': None, 'total': 13528408}","['dance pop', 'pop']",https://api.spotify.com/v1/artists/31TPClRtHm23RisEBtV3X7,31TPClRtHm23RisEBtV3X7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9d3f9efc8e0030306e583cef', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749d3f9efc8e0030306e583cef', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789d3f9efc8e0030306e583cef', 'width': 160}]",Justin Timberlake,78,artist,spotify:artist:31TPClRtHm23RisEBtV3X7
{'spotify': 'https://open.spotify.com/artist/6htUPs3clIStnkvg5jimKZ'},"{'href': None, 'total': 137466}","['europop', 'girl group', 'talent show']",https://api.spotify.com/v1/artists/6htUPs3clIStnkvg5jimKZ,6htUPs3clIStnkvg5jimKZ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27351619230afd902d2ad461a91', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0251619230afd902d2ad461a91', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485151619230afd902d2ad461a91', 'width': 64}]",Liberty X,35,artist,spotify:artist:6htUPs3clIStnkvg5jimKZ
{'spotify': 'https://open.spotify.com/artist/6Ff53KvcvAj5U7Z1vojB5o'},"{'href': None, 'total': 2190595}","['boy band', 'dance pop', 'pop']",https://api.spotify.com/v1/artists/6Ff53KvcvAj5U7Z1vojB5o,6Ff53KvcvAj5U7Z1vojB5o,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749414ef07d0ca697726912df1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789414ef07d0ca697726912df1', 'width': 160}]",*NSYNC,69,artist,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o
{'spotify': 'https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz'},"{'href': None, 'total': 24879247}","['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",https://api.spotify.com/v1/artists/6XyY86QOPPrYVGvF9ch6wz,6XyY86QOPPrYVGvF9ch6wz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb811da3b2e7c9e5a9c1a6c4f7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174811da3b2e7c9e5a9c1a6c4f7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178811da3b2e7c9e5a9c1a6c4f7', 'width': 160}]",Linkin Park,83,artist,spotify:artist:6XyY86QOPPrYVGvF9ch6wz
{'spotify': 'https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp'},"{'href': None, 'total': 32271379}","['colombian pop', 'dance pop', 'latin pop', 'pop']",https://api.spotify.com/v1/artists/0EmeFodog0BfCgMzAIvKQp,0EmeFodog0BfCgMzAIvKQp,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174284894d68fe2f80cad555110', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178284894d68fe2f80cad555110', 'width': 160}]",Shakira,84,artist,spotify:artist:0EmeFodog0BfCgMzAIvKQp
{'spotify': 'https://open.spotify.com/artist/3ipn9JLAPI5GUEo4y4jcoi'},"{'href': None, 'total': 2739658}","['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://api.spotify.com/v1/artists/3ipn9JLAPI5GUEo4y4jcoi,3ipn9JLAPI5GUEo4y4jcoi,"[{'height': 667, 'url': 'https://i.scdn.co/image/adcc1cb654e89f2e404688ae0d1bbc942ce02e5d', 'width': 1000}, {'height': 427, 'url': 'https://i.scdn.co/image/0515a0dfc9c25cd8290cc4be58abf6f66f21706a', 'width': 640}, {'height': 133, 'url': 'https://i.scdn.co/image/ec9b2c869d9a04eae2fe5be44e285f5a48c97efd', 'width': 200}, {'height': 43, 'url': 'https://i.scdn.co/image/931d3d9ff7243f2a1a3f9d775959b06c28e19ad6', 'width': 64}]",Ludacris,74,artist,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi
{'spotify': 'https://open.spotify.com/artist/2cBh5lVMg222FFuRU7EfDE'},"{'href': None, 'total': 408410}","['dance pop', 'europop', 'new wave pop']",https://api.spotify.com/v1/artists/2cBh5lVMg222FFuRU7EfDE,2cBh5lVMg222FFuRU7EfDE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87e2b47c63f702b3ac5c0686', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487e2b47c63f702b3ac5c0686', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887e2b47c63f702b3ac5c0686', 'width': 160}]",Sophie Ellis-Bextor,57,artist,spotify:artist:2cBh5lVMg222FFuRU7EfDE
{'spotify': 'https://open.spotify.com/artist/2wIVse2owClT7go1WT98tk'},"{'href': None, 'total': 2351707}","['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",https://api.spotify.com/v1/artists/2wIVse2owClT7go1WT98tk,2wIVse2owClT7go1WT98tk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f6691f40d906f097e9fbaa4c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f6691f40d906f097e9fbaa4c', 'width': 160}]",Missy Elliott,69,artist,spotify:artist:2wIVse2owClT7go1WT98tk
{'spotify': 'https://open.spotify.com/artist/6ogn9necmbUdCppmNnGOdi'},"{'href': None, 'total': 2682991}","['canadian pop', 'canadian singer-songwriter', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']",https://api.spotify.com/v1/artists/6ogn9necmbUdCppmNnGOdi,6ogn9necmbUdCppmNnGOdi,"[{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46c44408083dac26a782655baf3', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/ab6772690000dd2244408083dac26a782655baf3', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/ab6772690000bac344408083dac26a782655baf3', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67726900008f7444408083dac26a782655baf3', 'width': 64}]",Alanis Morissette,66,artist,spotify:artist:6ogn9necmbUdCppmNnGOdi
{'spotify': 'https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX'},"{'href': None, 'total': 10307465}","['dance pop', 'pop', 'talent show']",https://api.spotify.com/v1/artists/3BmGtnKgCSGYIUhmivXKWX,3BmGtnKgCSGYIUhmivXKWX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174305a7cc6760b53a67aaae19d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178305a7cc6760b53a67aaae19d', 'width': 160}]",Kelly Clarkson,76,artist,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
{'spotify': 'https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5'},"{'href': None, 'total': 20388103}","['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5,0L8ExT028jH3ddEcZwqJJ5,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c33cc15260b767ddec982ce8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c33cc15260b767ddec982ce8', 'width': 160}]",Red Hot Chili Peppers,81,artist,spotify:artist:0L8ExT028jH3ddEcZwqJJ5
{'spotify': 'https://open.spotify.com/artist/0urTpYCsixqZwgNTkPJOJ4'},"{'href': None, 'total': 4117141}","['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/0urTpYCsixqZwgNTkPJOJ4,0urTpYCsixqZwgNTkPJOJ4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd2493cea701d45401cc79ffd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d2493cea701d45401cc79ffd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d2493cea701d45401cc79ffd', 'width': 160}]",Aaliyah,65,artist,spotify:artist:0urTpYCsixqZwgNTkPJOJ4
{'spotify': 'https://open.spotify.com/artist/5NDMothbpdpq2xHqSjrrWn'},"{'href': None, 'total': 1595197}","['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/5NDMothbpdpq2xHqSjrrWn,5NDMothbpdpq2xHqSjrrWn,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb59b1c5df87253aa6bfd1f524', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517459b1c5df87253aa6bfd1f524', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17859b1c5df87253aa6bfd1f524', 'width': 160}]",Faith Evans,62,artist,spotify:artist:5NDMothbpdpq2xHqSjrrWn
{'spotify': 'https://open.spotify.com/artist/7gRmesSjINzb4xXApfMV5E'},"{'href': None, 'total': 118043}","['australian pop', 'europop']",https://api.spotify.com/v1/artists/7gRmesSjINzb4xXApfMV5E,7gRmesSjINzb4xXApfMV5E,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737d1cd39fae733ff67c5645d1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0268102bd9743aabac75c83f7e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a3b16a5cd9964bce90b60c98', 'width': 64}]",Holly Valance,33,artist,spotify:artist:7gRmesSjINzb4xXApfMV5E
{'spotify': 'https://open.spotify.com/artist/3ScY9CQxNLQei8Umvpx5g6'},"{'href': None, 'total': 1720098}","['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",https://api.spotify.com/v1/artists/3ScY9CQxNLQei8Umvpx5g6,3ScY9CQxNLQei8Umvpx5g6,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd70f26b0b92a72cb46303393', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d70f26b0b92a72cb46303393', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d70f26b0b92a72cb46303393', 'width': 160}]",Fat Joe,65,artist,spotify:artist:3ScY9CQxNLQei8Umvpx5g6
