external_urls,followers,genres,href,id,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/4obzFoKoKRHIphyHzJ35G3'},"{'href': None, 'total': 14271053}","['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/4obzFoKoKRHIphyHzJ35G3,4obzFoKoKRHIphyHzJ35G3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd132bf0d4a9203404cd66f79', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d132bf0d4a9203404cd66f79', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d132bf0d4a9203404cd66f79', 'width': 160}]",Becky G,77,artist,spotify:artist:4obzFoKoKRHIphyHzJ35G3
{'spotify': 'https://open.spotify.com/artist/5XKFrudbV4IiuE5WuTPRmT'},"{'href': None, 'total': 1015662}",['gen z singer-songwriter'],https://api.spotify.com/v1/artists/5XKFrudbV4IiuE5WuTPRmT,5XKFrudbV4IiuE5WuTPRmT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1e97fce6fa6fc4ebc3ebda25', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741e97fce6fa6fc4ebc3ebda25', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781e97fce6fa6fc4ebc3ebda25', 'width': 160}]",Stephen Sanchez,73,artist,spotify:artist:5XKFrudbV4IiuE5WuTPRmT
{'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'},"{'href': None, 'total': 94563998}",['pop'],https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174859e4c14fa59296c8649e0e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178859e4c14fa59296c8649e0e4', 'width': 160}]",Taylor Swift,100,artist,spotify:artist:06HL4z0CvFAxyc27GXpf02
{'spotify': 'https://open.spotify.com/artist/7FNnA9vBm6EKceENgCGRMb'},"{'href': None, 'total': 13029328}","['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",https://api.spotify.com/v1/artists/7FNnA9vBm6EKceENgCGRMb,7FNnA9vBm6EKceENgCGRMb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4e421417f7e23edbb8610827', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744e421417f7e23edbb8610827', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784e421417f7e23edbb8610827', 'width': 160}]",Anitta,75,artist,spotify:artist:7FNnA9vBm6EKceENgCGRMb
{'spotify': 'https://open.spotify.com/artist/67MNhiAICFY6Pwc2YxCO0K'},"{'href': None, 'total': 479428}",['alt z'],https://api.spotify.com/v1/artists/67MNhiAICFY6Pwc2YxCO0K,67MNhiAICFY6Pwc2YxCO0K,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb44efd91d240d9853049612b4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517444efd91d240d9853049612b4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17844efd91d240d9853049612b4', 'width': 160}]",Elley Duhé,72,artist,spotify:artist:67MNhiAICFY6Pwc2YxCO0K
{'spotify': 'https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7'},"{'href': None, 'total': 3107846}","['indie poptimism', 'pop']",https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7,2feDdbD5araYcm6JhFHHw7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7885d725841e0338092f5f6f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747885d725841e0338092f5f6f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787885d725841e0338092f5f6f', 'width': 160}]",Labrinth,76,artist,spotify:artist:2feDdbD5araYcm6JhFHHw7
{'spotify': 'https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7'},"{'href': None, 'total': 2773049}","['belgian edm', 'edm', 'pop dance', 'tropical house']",https://api.spotify.com/v1/artists/7f5Zgnp2spUuuzKplmRkt7,7f5Zgnp2spUuuzKplmRkt7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a77aaa2cde6783b1ca727e9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a77aaa2cde6783b1ca727e9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a77aaa2cde6783b1ca727e9', 'width': 160}]",Lost Frequencies,75,artist,spotify:artist:7f5Zgnp2spUuuzKplmRkt7
{'spotify': 'https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X'},"{'href': None, 'total': 77415869}","['reggaeton', 'trap latino', 'urbano latino']",https://api.spotify.com/v1/artists/4q3ewBCX7sLwd24euuV69X,4q3ewBCX7sLwd24euuV69X,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9ad50e478a469448c6f369df', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749ad50e478a469448c6f369df', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789ad50e478a469448c6f369df', 'width': 160}]",Bad Bunny,95,artist,spotify:artist:4q3ewBCX7sLwd24euuV69X
{'spotify': 'https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq'},"{'href': None, 'total': 12489738}",['lgbtq+ hip hop'],https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq,7jVv8c5Fj3E9VhNjxT4snq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d66f1e0c883f319443d68c45', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d66f1e0c883f319443d68c45', 'width': 160}]",Lil Nas X,74,artist,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq
{'spotify': 'https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp'},"{'href': None, 'total': 32271379}","['colombian pop', 'dance pop', 'latin pop', 'pop']",https://api.spotify.com/v1/artists/0EmeFodog0BfCgMzAIvKQp,0EmeFodog0BfCgMzAIvKQp,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174284894d68fe2f80cad555110', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178284894d68fe2f80cad555110', 'width': 160}]",Shakira,84,artist,spotify:artist:0EmeFodog0BfCgMzAIvKQp
