external_urls,followers,genres,href,id,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/4AllEJE7mVkhhyUV6DjqPz'},"{'href': None, 'total': 321830}","['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'southern hip hop']",https://api.spotify.com/v1/artists/4AllEJE7mVkhhyUV6DjqPz,4AllEJE7mVkhhyUV6DjqPz,"[{'height': 1000, 'url': 'https://i.scdn.co/image/8c0e6450f325451431ce7a9937ab6f80427e9443', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/6564c5309343735efe8596c26ebf98ad526be35b', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/248f742e2a157158631ef9ced30a4d1183a66f52', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/4f6530ffc2742013e22cb8364ffeda7d2afd04db', 'width': 64}]",D4L,49,artist,spotify:artist:4AllEJE7mVkhhyUV6DjqPz
{'spotify': 'https://open.spotify.com/artist/4OBJLual30L7gRl5UkeRcT'},"{'href': None, 'total': 4725786}","['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",https://api.spotify.com/v1/artists/4OBJLual30L7gRl5UkeRcT,4OBJLual30L7gRl5UkeRcT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb12057d342f33c61b3768f2bc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517412057d342f33c61b3768f2bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17812057d342f33c61b3768f2bc', 'width': 160}]",T.I.,71,artist,spotify:artist:4OBJLual30L7gRl5UkeRcT
{'spotify': 'https://open.spotify.com/artist/1c70yCa8sRgIiQxl3HOEFo'},"{'href': None, 'total': 622555}","['atl hip hop', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",https://api.spotify.com/v1/artists/1c70yCa8sRgIiQxl3HOEFo,1c70yCa8sRgIiQxl3HOEFo,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebed896a298ee61f6cec91abc4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ed896a298ee61f6cec91abc4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ed896a298ee61f6cec91abc4', 'width': 160}]",Cherish,61,artist,spotify:artist:1c70yCa8sRgIiQxl3HOEFo
{'spotify': 'https://open.spotify.com/artist/3Y10boYzeuFCJ4Qgp53w6o'},"{'href': None, 'total': 529143}","['dance pop', 'dance rock', 'strut']",https://api.spotify.com/v1/artists/3Y10boYzeuFCJ4Qgp53w6o,3Y10boYzeuFCJ4Qgp53w6o,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb064aceda61eac4b617a9ad3f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174064aceda61eac4b617a9ad3f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178064aceda61eac4b617a9ad3f', 'width': 160}]",Scissor Sisters,57,artist,spotify:artist:3Y10boYzeuFCJ4Qgp53w6o
{'spotify': 'https://open.spotify.com/artist/1vfezMIyCr4XUdYRaKIKi3'},"{'href': None, 'total': 3746702}","['hip pop', 'r&b', 'urban contemporary']",https://api.spotify.com/v1/artists/1vfezMIyCr4XUdYRaKIKi3,1vfezMIyCr4XUdYRaKIKi3,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1ab13fdacbb8017ec4087ca9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741ab13fdacbb8017ec4087ca9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781ab13fdacbb8017ec4087ca9', 'width': 160}]",Keyshia Cole,67,artist,spotify:artist:1vfezMIyCr4XUdYRaKIKi3
{'spotify': 'https://open.spotify.com/artist/5Z1CCuBsyhEHngq3U5IraY'},"{'href': None, 'total': 3972333}",['boy band'],https://api.spotify.com/v1/artists/5Z1CCuBsyhEHngq3U5IraY,5Z1CCuBsyhEHngq3U5IraY,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebceead049d538f0b5087041dd', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ceead049d538f0b5087041dd', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ceead049d538f0b5087041dd', 'width': 160}]",Westlife,67,artist,spotify:artist:5Z1CCuBsyhEHngq3U5IraY
{'spotify': 'https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH'},"{'href': None, 'total': 22587594}","['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH,7Ln80lUS6He07XvHI8qqHH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747da39dea0a72f581535fb11f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787da39dea0a72f581535fb11f', 'width': 160}]",Arctic Monkeys,84,artist,spotify:artist:7Ln80lUS6He07XvHI8qqHH
{'spotify': 'https://open.spotify.com/artist/3cQA9WH8liZfeja1DxcDYE'},"{'href': None, 'total': 247839}","['big beat', 'classic house', 'deep house', 'disco house', 'filter house', 'house', 'speed garage', 'tribal house', 'uk dance', 'vocal house']",https://api.spotify.com/v1/artists/3cQA9WH8liZfeja1DxcDYE,3cQA9WH8liZfeja1DxcDYE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb22d49b871ccbfa4b31331e8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b22d49b871ccbfa4b31331e8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b22d49b871ccbfa4b31331e8', 'width': 160}]",Armand Van Helden,60,artist,spotify:artist:3cQA9WH8liZfeja1DxcDYE
{'spotify': 'https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14'},"{'href': None, 'total': 5977444}","['neo mellow', 'singer-songwriter']",https://api.spotify.com/v1/artists/0hEurMDQu99nJRq8pTxO14,0hEurMDQu99nJRq8pTxO14,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe926dd683e1700a6d65bd835', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e926dd683e1700a6d65bd835', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e926dd683e1700a6d65bd835', 'width': 160}]",John Mayer,75,artist,spotify:artist:0hEurMDQu99nJRq8pTxO14
{'spotify': 'https://open.spotify.com/artist/3xnfpcM4DC9zeHVuDhYICB'},"{'href': None, 'total': 26909}","['candy pop', 'scottish singer-songwriter']",https://api.spotify.com/v1/artists/3xnfpcM4DC9zeHVuDhYICB,3xnfpcM4DC9zeHVuDhYICB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb234d885f53d0a444849b498e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174234d885f53d0a444849b498e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178234d885f53d0a444849b498e', 'width': 160}]",Sandi Thom,40,artist,spotify:artist:3xnfpcM4DC9zeHVuDhYICB
