external_urls,followers,genres,href,id,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4'},"{'href': None, 'total': 8445934}","['edm', 'pop', 'pop dance', 'tropical house']",https://api.spotify.com/v1/artists/23fqKkggKUBHNkbKtXEls4,23fqKkggKUBHNkbKtXEls4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe636670d717588b11d654130', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e636670d717588b11d654130', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e636670d717588b11d654130', 'width': 160}]",Kygo,75,artist,spotify:artist:23fqKkggKUBHNkbKtXEls4
{'spotify': 'https://open.spotify.com/artist/3QLIkT4rD2FMusaqmkepbq'},"{'href': None, 'total': 893182}","['post-teen pop', 'viral pop']",https://api.spotify.com/v1/artists/3QLIkT4rD2FMusaqmkepbq,3QLIkT4rD2FMusaqmkepbq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5ddf92e6953b78169793580a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745ddf92e6953b78169793580a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785ddf92e6953b78169793580a', 'width': 160}]",Rachel Platten,59,artist,spotify:artist:3QLIkT4rD2FMusaqmkepbq
{'spotify': 'https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ'},"{'href': None, 'total': 12413950}","['indietronica', 'metropopolis', 'pop', 'uk pop']",https://api.spotify.com/v1/artists/0X2BH1fck6amBIoJhDVmmJ,0X2BH1fck6amBIoJhDVmmJ,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc3cd7dc428871e8985d62b9a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c3cd7dc428871e8985d62b9a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c3cd7dc428871e8985d62b9a', 'width': 160}]",Ellie Goulding,77,artist,spotify:artist:0X2BH1fck6amBIoJhDVmmJ
{'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'},"{'href': None, 'total': 94563998}",['pop'],https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb859e4c14fa59296c8649e0e4', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174859e4c14fa59296c8649e0e4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178859e4c14fa59296c8649e0e4', 'width': 160}]",Taylor Swift,100,artist,spotify:artist:06HL4z0CvFAxyc27GXpf02
{'spotify': 'https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz'},"{'href': None, 'total': 14312526}","['hip pop', 'pop']",https://api.spotify.com/v1/artists/6JL8zeS1NmiOftqZTRgdTz,6JL8zeS1NmiOftqZTRgdTz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4d8f97058ff993df0f4eb9ee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744d8f97058ff993df0f4eb9ee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784d8f97058ff993df0f4eb9ee', 'width': 160}]",Meghan Trainor,76,artist,spotify:artist:6JL8zeS1NmiOftqZTRgdTz
{'spotify': 'https://open.spotify.com/artist/1HxJeLhIuegM3KgvPn8sTa'},"{'href': None, 'total': 1086813}","['edm', 'electro house', 'pop dance']",https://api.spotify.com/v1/artists/1HxJeLhIuegM3KgvPn8sTa,1HxJeLhIuegM3KgvPn8sTa,"[{'height': 1000, 'url': 'https://i.scdn.co/image/065e6f73d82db92ddaecf1ca779e833c274da17f', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/3aba134d7e2187b83db5156eafd2942808b9a19f', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/b100e949fd911b3e1cb0210fabe0fc305adcbadc', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/897c9096361f04433f6b076bfcedc3faab9ca6e5', 'width': 64}]",Jack Ü,56,artist,spotify:artist:1HxJeLhIuegM3KgvPn8sTa
{'spotify': 'https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7'},"{'href': None, 'total': 2773049}","['belgian edm', 'edm', 'pop dance', 'tropical house']",https://api.spotify.com/v1/artists/7f5Zgnp2spUuuzKplmRkt7,7f5Zgnp2spUuuzKplmRkt7,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a77aaa2cde6783b1ca727e9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a77aaa2cde6783b1ca727e9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a77aaa2cde6783b1ca727e9', 'width': 160}]",Lost Frequencies,75,artist,spotify:artist:7f5Zgnp2spUuuzKplmRkt7
{'spotify': 'https://open.spotify.com/artist/2EMAnMvWE2eb56ToJVfCWs'},"{'href': None, 'total': 7702547}","['kentucky hip hop', 'r&b', 'rap']",https://api.spotify.com/v1/artists/2EMAnMvWE2eb56ToJVfCWs,2EMAnMvWE2eb56ToJVfCWs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb078fdd734b7f0aa782328428', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174078fdd734b7f0aa782328428', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178078fdd734b7f0aa782328428', 'width': 160}]",Bryson Tiller,77,artist,spotify:artist:2EMAnMvWE2eb56ToJVfCWs
{'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'},"{'href': None, 'total': 95345556}",['pop'],https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR,66CXWjxzNUsdJxJ2JdwvnR,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cdce7620dc940db079bf4952', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cdce7620dc940db079bf4952', 'width': 160}]",Ariana Grande,87,artist,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
{'spotify': 'https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s'},"{'href': None, 'total': 74910133}","['canadian pop', 'pop']",https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s,1uNFoZAHBGtllmzznpCI3s,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748ae7f2aaa9817a704a87ea36', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788ae7f2aaa9817a704a87ea36', 'width': 160}]",Justin Bieber,87,artist,spotify:artist:1uNFoZAHBGtllmzznpCI3s
