id,name,images,added_date,release_date,url,artist,popularity,error
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c0e7bf5cdd630f314f20586a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c0e7bf5cdd630f314f20586a', 'width': 64}]",2020-06-22T07:23:55Z,2019-06-21,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,7jVv8c5Fj3E9VhNjxT4snq,78,{'status': 429}
2Fxmhks0bxGSBdJ92vM42m,bad guy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce', 'width': 64}]",2020-06-22T07:23:55Z,2019-03-29,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,6qqNVTkY8uBg9cP3Jd7DAH,84,{'status': 429}
6v3KW9xbzN5yKLt9YKDYA2,Señorita,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c820f033bd82bef4355d1563', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c820f033bd82bef4355d1563', 'width': 64}]",2020-06-22T07:23:55Z,2019-06-19,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,7n2wHs1TKAczGzO7Dd2rGr,82,{'status': 429}
6ocbgoVGwYJhOv1GgI9NsF,7 rings,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0256ac7b86e090f307e218e9c8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485156ac7b86e090f307e218e9c8', 'width': 64}]",2020-06-22T07:23:55Z,2019-02-08,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,66CXWjxzNUsdJxJ2JdwvnR,85,{'status': 429}
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029478c87599550dd73bfa7e02', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519478c87599550dd73bfa7e02', 'width': 64}]",2020-06-22T07:23:55Z,2019-09-06,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60,86,{'status': 429}
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e787cffec20aa2a396a61647', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e787cffec20aa2a396a61647', 'width': 64}]",2021-08-17T08:43:45Z,2019-08-23,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02,99,{'status': 429}
5p7ujcrUXASCNwRaWNHR1C,Without Me,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c42acc1b86597285c2c79559', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c42acc1b86597285c2c79559', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c42acc1b86597285c2c79559', 'width': 64}]",2020-06-22T07:23:55Z,2018-10-04,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,26VFTg2z8YR0cCuwLzESi2,76,{'status': 429}
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02459d675aa0b6f3b211357370', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851459d675aa0b6f3b211357370', 'width': 64}]",2020-06-22T07:23:55Z,2018-11-16,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,5IH6FPUwQTxPSXurCrcIov,87,{'status': 429}
2VxeLyX666F8uXCJ0dZF8B,Shallow,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e2d156fdc691f57900134342', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e2d156fdc691f57900134342', 'width': 64}]",2020-06-22T07:23:55Z,2018-10-05,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,1HY2Jd0NmPuamShAr6KMms,85,{'status': 429}
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028a3f0a3ca7929dea23cd274c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518a3f0a3ca7929dea23cd274c', 'width': 64}]",2020-06-22T07:23:55Z,2018-04-19,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,90,{'status': 429}
