id,name,images,added_date,release_date,url,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3LmvfNUQtglbTrydsdIqFU,We Belong Together,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273768bc8d9f078db929dfcfbd1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02768bc8d9f078db929dfcfbd1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851768bc8d9f078db929dfcfbd1', 'width': 64}]",2023-11-21T05:14:15Z,2005-04-12,https://open.spotify.com/track/3LmvfNUQtglbTrydsdIqFU,4iHNK0tOyZPYnBU7nGAgpQ,73,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,audio_features,spotify:track:3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/tracks/3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/audio-analysis/3LmvfNUQtglbTrydsdIqFU,201400,4
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c42212db6d665fab0c51d495', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c42212db6d665fab0c51d495', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c42212db6d665fab0c51d495', 'width': 64}]",2023-11-21T05:14:15Z,2004-09-21,https://open.spotify.com/track/3ibKnFDaa3GhpPGlOUj7ff,20s0P9QLxGqKuCsGwFsp7w,76,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,audio_features,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/tracks/3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,256733,4
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024e0362c225863f6ae2432651', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514e0362c225863f6ae2432651', 'width': 64}]",2023-11-21T05:14:15Z,2005-06-07,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,4gzpq5DPGxSnKTe4SA8HAU,86,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b21609e1a2d7c1b7ba8efae2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b21609e1a2d7c1b7ba8efae2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b21609e1a2d7c1b7ba8efae2', 'width': 64}]",2023-11-21T05:14:15Z,2005-08-29,https://open.spotify.com/track/4TsmezEQVSZNNPv5RJ65Ov,5pKCCKE2ajJHZ9KAiaK11H,81,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,246960,4
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0291f7222996c531b981e7bb3d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485191f7222996c531b981e7bb3d', 'width': 64}]",2023-11-21T05:14:15Z,2005-03-03,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,3q7HBObVc0L8jNeTe5Gofh,82,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,spotify:track:5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,209107,5
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273105f043a4f470cf58cc01ccf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02105f043a4f470cf58cc01ccf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851105f043a4f470cf58cc01ccf', 'width': 64}]",2023-11-21T05:14:15Z,2005-08-08,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,7KMqksf0UMdyA0UCf4R3ux,78,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493,4
5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737f213369d5265a60af5f7e82', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027f213369d5265a60af5f7e82', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517f213369d5265a60af5f7e82', 'width': 64}]",2023-11-21T05:14:15Z,2017-11-17,https://open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd,7oPftvlwr6VrsViSDV7fJY,82,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,262333,4
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738cc44129c3b11adec74058d6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028cc44129c3b11adec74058d6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518cc44129c3b11adec74058d6', 'width': 64}]",2023-11-21T05:14:15Z,2005-01-01,https://open.spotify.com/track/1gZ7i4qxXkHZb1r6eioaAP,6wPhSqRtPu1UhRCDX5yaDJ,69,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080,4
0mUyMawtxj1CJ76kn9gIZK,Bad Day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d5d74dc15f88ec6e02c7378d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d5d74dc15f88ec6e02c7378d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d5d74dc15f88ec6e02c7378d', 'width': 64}]",2023-11-21T05:14:15Z,2005-02-22,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,7xTcuBOIAAIGDOSvwYFPzk,76,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640,4
561jH07mF1jHuk7KlaeF0s,Mockingbird,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02726d48d93d02e1271774f023', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851726d48d93d02e1271774f023', 'width': 64}]",2023-11-21T05:14:15Z,2004-11-12,https://open.spotify.com/track/561jH07mF1jHuk7KlaeF0s,7dGJo4pcD2V6oG8kP0tJRR,89,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4
