id,name,images,added_date,release_date,url,artist,popularity,error
4LEK9rD7TWIG4FCL1s27XC,cardigan,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ca0e5b2eeeedc77e6acd4cd0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ca0e5b2eeeedc77e6acd4cd0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ca0e5b2eeeedc77e6acd4cd0', 'width': 64}]",2020-08-17T20:16:56Z,2020-07-24,https://open.spotify.com/track/4LEK9rD7TWIG4FCL1s27XC,06HL4z0CvFAxyc27GXpf02,53,{'status': 429}
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c464fabb4e51b72d657f779a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c464fabb4e51b72d657f779a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c464fabb4e51b72d657f779a', 'width': 64}]",2020-11-06T12:33:27Z,2019-11-29,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1Xyo4u8uXC1ZmMpatF05PJ,18,{'status': 429}
0nbXyq5TXYPCO7pr3N8S4I,The Box,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02600adbc750285ea1a8da249f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851600adbc750285ea1a8da249f', 'width': 64}]",2020-03-29T16:38:45Z,2019-12-06,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,757aE44tKEUQEqRuT6GnEB,86,{'status': 429}
7igeByaBM0MgGsgXtNxDJ7,positions,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737368325f5998ef48d4fb5401', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027368325f5998ef48d4fb5401', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517368325f5998ef48d4fb5401', 'width': 64}]",2020-10-23T09:02:52Z,2020-10-23,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,66CXWjxzNUsdJxJ2JdwvnR,2,{'status': 429}
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bf01fd0986a195d485922167', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bf01fd0986a195d485922167', 'width': 64}]",2020-12-31T12:48:22Z,2020-02-08,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,6bmlMHgSheBauioMgKv2tn,83,{'status': 429}
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0277fdcfda6535601aff081b6a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a', 'width': 64}]",2020-12-31T12:48:17Z,2019-12-13,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6KImCVD70vtIoJWnq6nGn3,88,{'status': 429}
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c8583f0bd97d3042d4971acf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c8583f0bd97d3042d4971acf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c8583f0bd97d3042d4971acf', 'width': 64}]",2020-05-22T09:57:10Z,2020-05-22,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,1HY2Jd0NmPuamShAr6KMms,73,{'status': 429}
22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730824105a6282782aaabb0584', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020824105a6282782aaabb0584', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510824105a6282782aaabb0584', 'width': 64}]",2020-12-31T12:48:57Z,2020-02-06,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,5zctI4wO9XSKS8XwcnqEHk,76,{'status': 429}
696DnlkuDOXcMAnKlTgXXK,ROXANNE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02069a93617a916760ab88ffea', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851069a93617a916760ab88ffea', 'width': 64}]",2020-12-26T10:09:15Z,2019-10-10,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,0vRvGUQVUjytro0xpb26bs,78,{'status': 429}
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485177ada0863603903f57b34369', 'width': 64}]",2020-10-14T15:25:58Z,2020-07-03,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,0eDvMgVFoNV3TpwtrVCoTj,82,{'status': 429}
