id,name,images,added_date,release_date,url,artist,popularity,error
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028a3f0a3ca7929dea23cd274c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518a3f0a3ca7929dea23cd274c', 'width': 64}]",2020-06-22T07:16:14Z,2018-04-19,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH,90,{'status': 429}
6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d6839051c4760457e1a60b2a', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d6839051c4760457e1a60b2a', 'width': 64}]",2021-03-03T05:29:35Z,2018-11-21,https://open.spotify.com/track/6IPwKM3fUUzlElbvKw2sKl,3uwAm6vQy7kWPS2bciKWx9,89,{'status': 429}
2FY7b99s15jUprqC0M5NCT,Natural,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da6f73a25f4c79d0e6b4a8bd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da6f73a25f4c79d0e6b4a8bd', 'width': 64}]",2020-06-22T07:16:14Z,2018-11-09,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,53XhwfbYqKCa1cC15pYq2q,83,{'status': 429}
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021f6a2a40bb692936879db730', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511f6a2a40bb692936879db730', 'width': 64}]",2020-06-22T07:16:14Z,2018-03-30,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,1Xyo4u8uXC1ZmMpatF05PJ,88,{'status': 429}
6NFyWDv5CjfwuzoCkw47Xf,Delicate,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02da5d5aeeabacacc1263c0f4b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851da5d5aeeabacacc1263c0f4b', 'width': 64}]",2020-06-22T07:16:14Z,2017-11-10,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,06HL4z0CvFAxyc27GXpf02,87,{'status': 429}
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730db43130a9aaa7bae56967ed', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020db43130a9aaa7bae56967ed', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510db43130a9aaa7bae56967ed', 'width': 64}]",2020-06-22T07:16:14Z,2017-10-30,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,4DdkRBBYG6Yk9Ka8tdJ9BW,86,{'status': 429}
6DCZcSspjsKoFjzjrWoCdn,God's Plan,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f907de96b9a4fbc04accc0d5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f907de96b9a4fbc04accc0d5', 'width': 64}]",2020-06-22T07:16:14Z,2018-06-29,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,3TVXtAsR1Inumwj472S9r4,86,{'status': 429}
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d09f96d82310d4d77c14c108', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d09f96d82310d4d77c14c108', 'width': 64}]",2020-06-22T07:16:14Z,2018-04-06,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7CajNmpbOovFoOoasH2HaY,86,{'status': 429}
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f7db43292a6a99b21b51d5b4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f7db43292a6a99b21b51d5b4', 'width': 64}]",2020-06-22T07:16:14Z,2018-12-10,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,4MCBfE4596Uoi2O4DtmEMz,86,{'status': 429}
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02072e9faef2ef7b6db63834a3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851072e9faef2ef7b6db63834a3', 'width': 64}]",2020-06-22T07:16:14Z,2018-08-03,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0Y5tJX1MQlPlqiwlOH1tJY,86,{'status': 429}
