id,name,images,added_date,release_date,url,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7MXVkk9YMctZqd1Srtv4MB,Starboy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024718e2b124f79258be7bc452', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514718e2b124f79258be7bc452', 'width': 64}]",2020-06-08T10:16:10Z,2016-11-25,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,1Xyo4u8uXC1ZmMpatF05PJ,93,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
1zi7xx7UVEFkmKfv06H8x0,One Dance,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029416ed64daf84936d89e671c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519416ed64daf84936d89e671c', 'width': 64}]",2020-06-08T10:16:10Z,2016-05-06,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,3TVXtAsR1Inumwj472S9r4,89,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
50kpGaPAhYJ3sGmk6vplg0,Love Yourself,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f46b9d202509a8f7384b90de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f46b9d202509a8f7384b90de', 'width': 64}]",2020-06-08T10:16:10Z,2015-11-13,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0,1uNFoZAHBGtllmzznpCI3s,86,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02495ce6da9aeb159e94eaa453', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851495ce6da9aeb159e94eaa453', 'width': 64}]",2020-06-08T10:16:10Z,2016-07-29,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,69GGBxA162lTqCwzJG5jLp,86,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
62PaSfnXSMyLshYJrlTuL3,Hello,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27347ce408fb4926d69da6713c2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0247ce408fb4926d69da6713c2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485147ce408fb4926d69da6713c2', 'width': 64}]",2020-06-08T10:16:10Z,2015-11-20,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,4dpARuHxo51G3z768sgnrY,76,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,audio_features,spotify:track:62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/tracks/62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/audio-analysis/62PaSfnXSMyLshYJrlTuL3,295502,4
5YEOzOojehCqxGQCcQiyR4,Panda,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c598ea6ec584cafb062cafdf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c598ea6ec584cafb062cafdf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c598ea6ec584cafb062cafdf', 'width': 64}]",2020-06-08T10:16:10Z,2016-06-26,https://open.spotify.com/track/5YEOzOojehCqxGQCcQiyR4,7pFeBzX627ff0VnN6bxPR4,71,0.576,0.766,10,-4.943,0,0.449,0.028,1.68e-06,0.366,0.236,144.833,audio_features,spotify:track:5YEOzOojehCqxGQCcQiyR4,https://api.spotify.com/v1/tracks/5YEOzOojehCqxGQCcQiyR4,https://api.spotify.com/v1/audio-analysis/5YEOzOojehCqxGQCcQiyR4,246761,4
3xKsf9qdS1CyvXSMEid6g8,Pink + White,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c5649add07ed3720be9d5526', 'width': 64}]",2020-06-08T10:16:10Z,2016-08-20,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,2h93pZq0e7k5yf4dywlkpM,91,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
6b3b7lILUJqXcp6w9wNQSm,Cheap Thrills (feat. Sean Paul),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739f5a5f3d50cd3939ba8e465c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029f5a5f3d50cd3939ba8e465c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519f5a5f3d50cd3939ba8e465c', 'width': 64}]",2020-06-08T10:16:10Z,2016-02-11,https://open.spotify.com/track/6b3b7lILUJqXcp6w9wNQSm,5WUlDfRSoLAfcVSX1WnrxN,68,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,audio_features,spotify:track:6b3b7lILUJqXcp6w9wNQSm,https://api.spotify.com/v1/tracks/6b3b7lILUJqXcp6w9wNQSm,https://api.spotify.com/v1/audio-analysis/6b3b7lILUJqXcp6w9wNQSm,224813,4
3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021376b4b16f4bfcba02dc571b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511376b4b16f4bfcba02dc571b', 'width': 64}]",2020-06-08T10:16:10Z,2017-04-20,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,7n2wHs1TKAczGzO7Dd2rGr,88,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,audio_features,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd,https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd,187973,4
72TFWvU3wUYdUuxejTTIzt,Work,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0233c6b920eabcf4c00d7a1093', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485133c6b920eabcf4c00d7a1093', 'width': 64}]",2020-06-08T10:16:10Z,2016-01-28,https://open.spotify.com/track/72TFWvU3wUYdUuxejTTIzt,5pKCCKE2ajJHZ9KAiaK11H,81,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,spotify:track:72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,219320,4
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02212d776c31027c511f0ee3bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851212d776c31027c511f0ee3bc', 'width': 64}]",2020-06-08T10:16:10Z,2016-08-05,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,540vIaP2JwjQb9dm3aArA4,86,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947,4
09CtPGIpYB4BrO8qb1RGsF,Sorry,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f46b9d202509a8f7384b90de', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f46b9d202509a8f7384b90de', 'width': 64}]",2020-06-08T10:16:10Z,2015-11-13,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,1uNFoZAHBGtllmzznpCI3s,85,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,spotify:track:09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/tracks/09CtPGIpYB4BrO8qb1RGsF,https://api.spotify.com/v1/audio-analysis/09CtPGIpYB4BrO8qb1RGsF,200787,4
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d965d29d7dcf46ade5a8a7e4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d965d29d7dcf46ade5a8a7e4', 'width': 64}]",2020-06-08T10:16:10Z,2016-09-23,https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI,31TPClRtHm23RisEBtV3X7,75,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,audio_features,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/audio-analysis/1WkMMavIMc4JZ8cfMmxHkI,237547,4
5kqIPrATaCc2LqxVWzQGbk,7 Years,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022d94d0f04e9a58d1654b760b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512d94d0f04e9a58d1654b760b', 'width': 64}]",2020-06-08T10:16:10Z,2016-04-01,https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk,25u4wHJWxCA9vO0CzxAbK7,86,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4
6i0V12jOa3mr6uu4WYhUBr,Heathens,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022ca3ba8f334ca5a5f0312efb', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512ca3ba8f334ca5a5f0312efb', 'width': 64}]",2020-06-08T10:16:10Z,2016-06-16,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,3YQKmKGau1PzlVlkL1iodx,86,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4
