danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,key|0,key|1,key|2,key|3,key|4,key|5,key|6,key|7,key|8,key|9,key|10,key|11,mode|0,mode|1,id
0.1209876543209876,0.1587385019710906,0.178897713023228,0.0151665485471296,0.028864002992542,9.650793650793652e-05,0.0284900284900284,0.0193006993006993,0.1316645461628744,0.1489361702127659,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,4o3XxiQ9BljY4OU38zanC0
0.151440329218107,0.0520367936925098,0.0890069863259091,0.0632175761871013,0.0905851822411334,0.0010349206349206,0.021082621082621,0.057062937062937,0.0646408458344429,0.1489361702127659,0.1956521739130434,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4q3biaQQoADspV16lbsfPH
0.1156378600823045,0.114323258869908,0.1628351346509823,0.0450744153082919,0.0697776634792976,0.0,0.0535612535612535,0.0713286713286713,0.1492361254943733,0.1489361702127659,0.1913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,5Lu0vv78RmKZeBPpP1N8za
0.1304526748971193,0.0893561103810775,0.1351764495133457,0.0377037562012756,0.126822995815117,0.0,0.0159544159544159,0.1020979020979021,0.080196467142054,0.1489361702127659,0.1826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,38o5lj4mbLK34vQkJUlMrg
0.1740740740740741,0.0943495400788436,0.1429390338568101,0.1716513111268603,0.044761882495967,0.0,0.0347578347578347,0.1471328671328671,0.0498407156453728,0.1489361702127659,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,17H5BFEUB0tMcQfJEcDSwH
0.0646090534979424,0.0575558475689881,0.1315220636531916,0.0214032600992204,0.1841021204965749,0.0,0.0101994301994301,0.0117482517482517,0.135641230483968,0.1489361702127659,0.1652173913043478,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7mOcLhVf0Aj6pIfi3LcSNW
0.1353909465020576,0.1329829172141918,0.1714336896160506,0.0187101346562721,0.1027423842143408,0.0,0.0,0.1163636363636363,0.1336469706384195,0.1489361702127659,0.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2K2Fn8vJzgGUG9JMmPFYC3
0.0703703703703703,0.0833114323258869,0.1060369021317251,0.0374202693125442,0.044761882495967,5.638095238095239e-05,0.0797720797720797,0.0816783216783217,0.0,0.1489361702127659,0.1478260869565217,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4E93IPDPbaNJUDTpur3V63
0.1687242798353909,0.0638633377135348,0.1348062339523496,0.0100637845499645,0.1417857059359876,0.0,0.1367521367521367,0.1420979020979021,0.0999536448008206,0.1489361702127659,0.1478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0WkapTWP1Z1kJqxj2Hjzcl
0.1316872427983539,0.0,0.1002089926554009,0.0239546420978029,0.1834007434596591,0.0,0.0168091168091168,0.0934265734265734,0.1039559724235879,0.1489361702127659,0.1478260869565217,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2vnocfBFbXPm4g9gsqquXf
0.1127572016460905,0.0283837056504599,0.134913715889413,0.0075124025513819,0.1901807214831786,0.0,0.01002849002849,0.1107692307692307,0.0804016135554437,0.0851063829787234,0.1478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,4Z5LVvODOf8KDgxa0DCwG1
0.0946502057613168,0.1266754270696451,0.1473219084015047,0.0157335223245924,0.0232529866972155,3.269841269841269e-06,0.0809116809116809,0.0553846153846153,0.1081200501030663,0.1489361702127659,0.1217391304347826,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7oGQyQfvAqKmmdoHJW4qYr
0.0954732510288066,0.1689881734559789,0.1508926971994984,0.0987951807228915,0.0090851705515161,2.368253968253968e-06,0.0353276353276353,0.1381818181818181,0.1198962432563048,0.1489361702127659,0.1217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0DrJPe19LUJm9RqejkeHQC
0.1090534979423868,0.0741130091984231,0.1557054994924464,0.0348688873139617,0.1188740560634045,1.7015873015873017e-06,0.0626780626780626,0.1096503496503496,0.0212622422108471,0.1489361702127659,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,6KUsVERTI2fY3Swi5mo27R
0.2,0.076215505913272,0.1720785812384307,0.0192771084337349,0.0410212049657494,0.0,0.0472934472934473,0.111048951048951,0.0409641881429318,0.1489361702127659,0.108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,63Q6xUaDiqHfwkr8t8c3A9
0.1637860082304527,0.076215505913272,0.1439063712903803,0.0138908575478384,0.0,8.634920634920635e-05,0.0689458689458689,0.0808391608391608,0.0765077768243729,0.1489361702127659,0.0956521739130434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,7cLhZY2sXnlL0Rd06p8MRW
0.0748971193415638,0.0593955321944809,0.0912043948169821,0.0103472714386959,0.0798307343417576,0.061015873015873,0.139031339031339,0.012027972027972,0.001566213963764,0.1489361702127659,0.0869565217391304,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0dcJ754zhmVd3qCwv7oW5g
