id,name,images,added_date,release_date,url,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,error
54s027DgaSJlvp1q2sdzTa,Sick and Tired,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ade7496600da316d867dadc1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ade7496600da316d867dadc1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ade7496600da316d867dadc1', 'width': 64}]",2020-08-07T08:20:08Z,1999,https://open.spotify.com/track/54s027DgaSJlvp1q2sdzTa,2siHvYaxjaW5rKVRiIrMYH,59,0.598,0.868,0.0,-4.552,1.0,0.0373,0.00908,0.0,0.279,0.47,99.848,audio_features,spotify:track:54s027DgaSJlvp1q2sdzTa,https://api.spotify.com/v1/tracks/54s027DgaSJlvp1q2sdzTa,https://api.spotify.com/v1/audio-analysis/54s027DgaSJlvp1q2sdzTa,212267.0,4.0,
6cR1U61DMpYbS2TtNTlSvo,Read Your Mind,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731ceddb6d4fb05ea6d1344416', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021ceddb6d4fb05ea6d1344416', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511ceddb6d4fb05ea6d1344416', 'width': 64}]",2020-08-07T08:20:08Z,2003-01-01,https://open.spotify.com/track/6cR1U61DMpYbS2TtNTlSvo,0AunegKKH2ys98aLxq8G1A,59,0.755,0.381,8.0,-6.696,0.0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,audio_features,spotify:track:6cR1U61DMpYbS2TtNTlSvo,https://api.spotify.com/v1/tracks/6cR1U61DMpYbS2TtNTlSvo,https://api.spotify.com/v1/audio-analysis/6cR1U61DMpYbS2TtNTlSvo,263507.0,4.0,
2Bo0hh0yoQReC4reJav5DT,Breathe Me,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736d915e88ca70c17d80051772', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026d915e88ca70c17d80051772', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516d915e88ca70c17d80051772', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/2Bo0hh0yoQReC4reJav5DT,5WUlDfRSoLAfcVSX1WnrxN,59,0.553,0.621,0.0,-7.356,1.0,0.0333,0.0428,0.596,0.115,0.19,120.051,audio_features,spotify:track:2Bo0hh0yoQReC4reJav5DT,https://api.spotify.com/v1/tracks/2Bo0hh0yoQReC4reJav5DT,https://api.spotify.com/v1/audio-analysis/2Bo0hh0yoQReC4reJav5DT,272067.0,4.0,
6SHvqMjPEQqyJaxuEzNcr3,Love Machine,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737001c31de28419b6f24e3b83', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027001c31de28419b6f24e3b83', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517001c31de28419b6f24e3b83', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/6SHvqMjPEQqyJaxuEzNcr3,12EtLdLfJ41vUOoVzPZIUy,58,0.663,0.95,7.0,-4.21,1.0,0.0621,0.00127,0.00492,0.0753,0.697,116.02,audio_features,spotify:track:6SHvqMjPEQqyJaxuEzNcr3,https://api.spotify.com/v1/tracks/6SHvqMjPEQqyJaxuEzNcr3,https://api.spotify.com/v1/audio-analysis/6SHvqMjPEQqyJaxuEzNcr3,205360.0,4.0,
3sckKKIx96cjPXtiqPHCTB,Only U - No Intro,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d2d12fed2f7acc2109cf13fc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d2d12fed2f7acc2109cf13fc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d2d12fed2f7acc2109cf13fc', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/3sckKKIx96cjPXtiqPHCTB,5rkVyNGXEgeUqKkB5ccK83,58,0.601,0.621,6.0,-5.576,0.0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547,audio_features,spotify:track:3sckKKIx96cjPXtiqPHCTB,https://api.spotify.com/v1/tracks/3sckKKIx96cjPXtiqPHCTB,https://api.spotify.com/v1/audio-analysis/3sckKKIx96cjPXtiqPHCTB,186307.0,4.0,
7yXibbAYi4to5oQTeO738f,Pieces Of Me,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734c2277a69c1f05cf85f985c0', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024c2277a69c1f05cf85f985c0', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514c2277a69c1f05cf85f985c0', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/7yXibbAYi4to5oQTeO738f,4hqDqHtBlgxXpLXVYf7c8L,57,0.532,0.807,2.0,-4.301,1.0,0.057,0.0584,0.0,0.114,0.759,87.183,audio_features,spotify:track:7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/tracks/7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/audio-analysis/7yXibbAYi4to5oQTeO738f,217440.0,4.0,
2s0ouHqJebHfiQ6C1GUFJd,Milkshake - Radio Mix,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27380c0124b18f8d2e3152bbb02', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0280c0124b18f8d2e3152bbb02', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485180c0124b18f8d2e3152bbb02', 'width': 64}]",2020-08-07T08:20:08Z,2003-12-05,https://open.spotify.com/track/2s0ouHqJebHfiQ6C1GUFJd,0IF46mUS8NXjgHabxk2MCM,57,0.891,0.77,1.0,-6.124,1.0,0.0439,0.00862,0.0315,0.155,0.819,112.997,audio_features,spotify:track:2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/tracks/2s0ouHqJebHfiQ6C1GUFJd,https://api.spotify.com/v1/audio-analysis/2s0ouHqJebHfiQ6C1GUFJd,182627.0,4.0,
4Vqd7MuPVrciqRS3EzhKWb,She Wants To Move,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738d0fa8db33069b60b65ab9a6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028d0fa8db33069b60b65ab9a6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518d0fa8db33069b60b65ab9a6', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/4Vqd7MuPVrciqRS3EzhKWb,5wPoxI5si3eJsYYwyXV4Wi,56,0.766,0.851,5.0,-4.831,1.0,0.0786,0.00402,0.000744,0.256,0.8,115.012,audio_features,spotify:track:4Vqd7MuPVrciqRS3EzhKWb,https://api.spotify.com/v1/tracks/4Vqd7MuPVrciqRS3EzhKWb,https://api.spotify.com/v1/audio-analysis/4Vqd7MuPVrciqRS3EzhKWb,213787.0,4.0,
6ich2xMH5AR39V85miIAN8,I Don't Want to Be,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27309ec47c2a2173e984d8461e9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0209ec47c2a2173e984d8461e9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485109ec47c2a2173e984d8461e9', 'width': 64}]",2020-08-07T08:20:08Z,2004-07-26,https://open.spotify.com/track/6ich2xMH5AR39V85miIAN8,5DYAABs8rkY9VhwtENoQCz,56,0.423,0.862,0.0,-5.13,0.0,0.0695,0.00791,0.0,0.133,0.462,154.746,audio_features,spotify:track:6ich2xMH5AR39V85miIAN8,https://api.spotify.com/v1/tracks/6ich2xMH5AR39V85miIAN8,https://api.spotify.com/v1/audio-analysis/6ich2xMH5AR39V85miIAN8,217760.0,4.0,
5y8WWi1BaKHXfuln0XoIZs,Sunshine (feat. Anthony Hamilton),"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736f9fccd094fd20004223ceb4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026f9fccd094fd20004223ceb4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516f9fccd094fd20004223ceb4', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-27,https://open.spotify.com/track/5y8WWi1BaKHXfuln0XoIZs,6vbY3hOaCAhC7VjucswgdS,56,0.926,0.888,11.0,-5.337,1.0,0.294,0.261,0.0,0.348,0.819,98.523,audio_features,spotify:track:5y8WWi1BaKHXfuln0XoIZs,https://api.spotify.com/v1/tracks/5y8WWi1BaKHXfuln0XoIZs,https://api.spotify.com/v1/audio-analysis/5y8WWi1BaKHXfuln0XoIZs,226013.0,4.0,
26QkYH0dmzPQBprter9Jsw,Five Colours In Her Hair,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273788c25de68960736b85ac214', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02788c25de68960736b85ac214', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851788c25de68960736b85ac214', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/26QkYH0dmzPQBprter9Jsw,47izDDvtOxxz3FzHYuUptd,56,0.464,0.901,7.0,-3.421,1.0,0.0462,0.0264,0.0,0.233,0.636,97.978,audio_features,spotify:track:26QkYH0dmzPQBprter9Jsw,https://api.spotify.com/v1/tracks/26QkYH0dmzPQBprter9Jsw,https://api.spotify.com/v1/audio-analysis/26QkYH0dmzPQBprter9Jsw,177453.0,4.0,
0LAfANg75hYiV1IAEP3vY6,Take Your Mama,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b2f399095db85823ab3d231e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b2f399095db85823ab3d231e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b2f399095db85823ab3d231e', 'width': 64}]",2020-08-20T07:41:02Z,2004-01-01,https://open.spotify.com/track/0LAfANg75hYiV1IAEP3vY6,3Y10boYzeuFCJ4Qgp53w6o,56,0.757,0.957,8.0,-4.617,1.0,0.106,0.209,2.29e-05,0.0624,0.933,153.944,audio_features,spotify:track:0LAfANg75hYiV1IAEP3vY6,https://api.spotify.com/v1/tracks/0LAfANg75hYiV1IAEP3vY6,https://api.spotify.com/v1/audio-analysis/0LAfANg75hYiV1IAEP3vY6,271907.0,4.0,
3PEx44by2Pe7E6M8tgqE5N,Dry Your Eyes,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734bf409ede02e2a4069fd02a8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024bf409ede02e2a4069fd02a8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514bf409ede02e2a4069fd02a8', 'width': 64}]",2020-08-07T08:20:08Z,2004,https://open.spotify.com/track/3PEx44by2Pe7E6M8tgqE5N,4GvOygVQquMaPm8oAc0vXi,55,0.684,0.467,9.0,-7.829,1.0,0.239,0.56,0.0,0.0942,0.445,80.019,audio_features,spotify:track:3PEx44by2Pe7E6M8tgqE5N,https://api.spotify.com/v1/tracks/3PEx44by2Pe7E6M8tgqE5N,https://api.spotify.com/v1/audio-analysis/3PEx44by2Pe7E6M8tgqE5N,271240.0,4.0,
7pNJ1T9TGbVbNHKaLhhPri,With You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273adefab4c77e8a845234eeee4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02adefab4c77e8a845234eeee4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851adefab4c77e8a845234eeee4', 'width': 64}]",2020-08-07T08:20:08Z,2003,https://open.spotify.com/track/7pNJ1T9TGbVbNHKaLhhPri,2tFN9ubMXEhdAQvdQxcsma,55,0.553,0.756,0.0,-4.583,1.0,0.108,0.0923,0.0,0.215,0.605,94.487,audio_features,spotify:track:7pNJ1T9TGbVbNHKaLhhPri,https://api.spotify.com/v1/tracks/7pNJ1T9TGbVbNHKaLhhPri,https://api.spotify.com/v1/audio-analysis/7pNJ1T9TGbVbNHKaLhhPri,191827.0,4.0,
4L55p6txv9vuCWhpNnY6eY,Dip It Low,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273232a7405e56ad2716bf11acf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02232a7405e56ad2716bf11acf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851232a7405e56ad2716bf11acf', 'width': 64}]",2020-08-07T08:20:08Z,2004-01-01,https://open.spotify.com/track/4L55p6txv9vuCWhpNnY6eY,4eAOcbAXIF4BmbN6E1QIlw,54,0.754,0.718,11.0,-4.209,0.0,0.111,0.0122,0.000111,0.0923,0.576,169.116,audio_features,spotify:track:4L55p6txv9vuCWhpNnY6eY,https://api.spotify.com/v1/tracks/4L55p6txv9vuCWhpNnY6eY,https://api.spotify.com/v1/audio-analysis/4L55p6txv9vuCWhpNnY6eY,201000.0,4.0,
3LmvfNUQtglbTrydsdIqFU,We Belong Together,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273768bc8d9f078db929dfcfbd1', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02768bc8d9f078db929dfcfbd1', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851768bc8d9f078db929dfcfbd1', 'width': 64}]",2023-11-21T05:14:15Z,2005-04-12,https://open.spotify.com/track/3LmvfNUQtglbTrydsdIqFU,4iHNK0tOyZPYnBU7nGAgpQ,73,0.837,0.462,0.0,-7.89,1.0,0.0601,0.0339,0.0,0.09,0.762,139.986,audio_features,spotify:track:3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/tracks/3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/audio-analysis/3LmvfNUQtglbTrydsdIqFU,201400.0,4.0,
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c42212db6d665fab0c51d495', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c42212db6d665fab0c51d495', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c42212db6d665fab0c51d495', 'width': 64}]",2023-11-21T05:14:15Z,2004-09-21,https://open.spotify.com/track/3ibKnFDaa3GhpPGlOUj7ff,20s0P9QLxGqKuCsGwFsp7w,76,0.656,0.578,7.0,-8.97,0.0,0.0922,0.235,0.0,0.118,0.556,94.514,audio_features,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/tracks/3ibKnFDaa3GhpPGlOUj7ff,https://api.spotify.com/v1/audio-analysis/3ibKnFDaa3GhpPGlOUj7ff,256733.0,4.0,
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2734e0362c225863f6ae2432651', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e024e0362c225863f6ae2432651', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048514e0362c225863f6ae2432651', 'width': 64}]",2023-11-21T05:14:15Z,2005-06-07,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,4gzpq5DPGxSnKTe4SA8HAU,86,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533.0,4.0,
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b21609e1a2d7c1b7ba8efae2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b21609e1a2d7c1b7ba8efae2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b21609e1a2d7c1b7ba8efae2', 'width': 64}]",2023-11-21T05:14:15Z,2005-08-29,https://open.spotify.com/track/4TsmezEQVSZNNPv5RJ65Ov,5pKCCKE2ajJHZ9KAiaK11H,81,0.779,0.64,7.0,-8.415,1.0,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,246960.0,4.0,
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0291f7222996c531b981e7bb3d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485191f7222996c531b981e7bb3d', 'width': 64}]",2023-11-21T05:14:15Z,2005-03-03,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,3q7HBObVc0L8jNeTe5Gofh,82,0.614,0.574,11.0,-7.961,1.0,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,spotify:track:5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,209107.0,5.0,
0vg4WnUWvze6pBOJDTq99k,You're Beautiful,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273105f043a4f470cf58cc01ccf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02105f043a4f470cf58cc01ccf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851105f043a4f470cf58cc01ccf', 'width': 64}]",2023-11-21T05:14:15Z,2005-08-08,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,7KMqksf0UMdyA0UCf4R3ux,78,0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493.0,4.0,
5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737f213369d5265a60af5f7e82', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027f213369d5265a60af5f7e82', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517f213369d5265a60af5f7e82', 'width': 64}]",2023-11-21T05:14:15Z,2017-11-17,https://open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd,7oPftvlwr6VrsViSDV7fJY,82,0.496,0.682,8.0,-4.095,1.0,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/tracks/5GorCbAP4aL0EJ16frG2hd,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,262333.0,4.0,
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738cc44129c3b11adec74058d6', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028cc44129c3b11adec74058d6', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518cc44129c3b11adec74058d6', 'width': 64}]",2023-11-21T05:14:15Z,2005-01-01,https://open.spotify.com/track/1gZ7i4qxXkHZb1r6eioaAP,6wPhSqRtPu1UhRCDX5yaDJ,69,0.877,0.637,1.0,-3.493,0.0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080.0,4.0,
0mUyMawtxj1CJ76kn9gIZK,Bad Day,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d5d74dc15f88ec6e02c7378d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d5d74dc15f88ec6e02c7378d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d5d74dc15f88ec6e02c7378d', 'width': 64}]",2023-11-21T05:14:15Z,2005-02-22,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,7xTcuBOIAAIGDOSvwYFPzk,76,0.599,0.785,3.0,-4.013,1.0,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640.0,4.0,
561jH07mF1jHuk7KlaeF0s,Mockingbird,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02726d48d93d02e1271774f023', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851726d48d93d02e1271774f023', 'width': 64}]",2023-11-21T05:14:15Z,2004-11-12,https://open.spotify.com/track/561jH07mF1jHuk7KlaeF0s,7dGJo4pcD2V6oG8kP0tJRR,89,0.637,0.678,0.0,-3.798,1.0,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760.0,4.0,
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0219d85a472f328a6ed9b704cf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485119d85a472f328a6ed9b704cf', 'width': 64}]",2023-11-21T05:14:15Z,2005-05-23,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ,85,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640.0,4.0,
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b1d860ab1ba847e778b2796d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b1d860ab1ba847e778b2796d', 'width': 64}]",2023-11-21T05:14:15Z,2005,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R,0NbfKEOTQCcwd6o7wSDOHI,85,0.802,0.785,9.0,-4.781,1.0,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,spotify:track:2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/tracks/2wGSgTmgSF3xjRrHkTc25R,https://api.spotify.com/v1/audio-analysis/2wGSgTmgSF3xjRrHkTc25R,206400.0,4.0,
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02428d2255141c2119409a31b2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851428d2255141c2119409a31b2', 'width': 64}]",2023-11-21T05:14:15Z,2005-08-30,https://open.spotify.com/track/1PS1QMdUqOal0ai3Gt7sDQ,5K4W6rqBFWDnAN6FQUkS6x,83,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/audio-analysis/1PS1QMdUqOal0ai3Gt7sDQ,207627.0,4.0,
0lP4HYLmvowOKdsQ7CVkuq,The Kill,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273865b538169f199dac610b854', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02865b538169f199dac610b854', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851865b538169f199dac610b854', 'width': 64}]",2023-11-21T05:14:15Z,2005-01-01,https://open.spotify.com/track/0lP4HYLmvowOKdsQ7CVkuq,0RqtSIYZmd4fiBKVFqyIqD,81,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,audio_features,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq,231533.0,3.0,
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737282412ad025c14f7039f516', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e027282412ad025c14f7039f516', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048517282412ad025c14f7039f516', 'width': 64}]",2023-11-21T05:14:15Z,2004-11-30,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn,3nFkdlSjzX9mRTtwJOzDYB,81,0.687,0.793,2.0,-4.254,1.0,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733.0,4.0,
